from,to,subject_cui,object_cui,pmid,pmid_url,sentence
Streptozocin,Alzheimers,C0038432,C0002395,25096625,https://pubmed.ncbi.nlm.nih.gov/25096625,"To determine whether mitochondrial perturbation is associated with the contribution of diabetes to AD progression, we characterized mouse models of streptozotocin (STZ)-induced type 1 diabetes and transgenic AD mouse models with diabetes."
Streptozocin,Alzheimers,C0038432,C0002395,25096625,https://pubmed.ncbi.nlm.nih.gov/25096625,Diabetes is considered to be a risk factor in Alzheimer's disease (AD) pathogenesis.
Streptozocin,Alzheimers,C0038432,C0002395,25114075,https://pubmed.ncbi.nlm.nih.gov/25114075,AMPK activation ameliorates Alzheimer's disease-like pathology and spatial memory impairment in a streptozotocin-induced Alzheimer's disease model in rats.
Streptozocin,Alzheimers,C0038432,C0002395,25114075,https://pubmed.ncbi.nlm.nih.gov/25114075,AMPK activation ameliorates Alzheimer's disease-like pathology and spatial memory impairment in a streptozotocin-induced Alzheimer's disease model in rats.
Streptozocin,Alzheimers,C0038432,C0002395,25114075,https://pubmed.ncbi.nlm.nih.gov/25114075,AMPK activation ameliorates Alzheimer's disease-like pathology and spatial memory impairment in a streptozotocin-induced Alzheimer's disease model in rats.
Streptozocin,Alzheimers,C0038432,C0002395,25268773,https://pubmed.ncbi.nlm.nih.gov/25268773,"Here, we found that the intraperitoneal administration of magnesium sulfate increased the brain magnesium levels and protected learning and memory capacities in streptozotocin-induced sporadic AD model rats."
Streptozocin,Alzheimers,C0038432,C0002395,25268773,https://pubmed.ncbi.nlm.nih.gov/25268773,Magnesium protects cognitive functions and synaptic plasticity in streptozotocin-induced sporadic Alzheimer's model.
Streptozocin,Alzheimers,C0038432,C0002395,25268773,https://pubmed.ncbi.nlm.nih.gov/25268773,"Here, we found that the intraperitoneal administration of magnesium sulfate increased the brain magnesium levels and protected learning and memory capacities in streptozotocin-induced sporadic AD model rats."
Streptozocin,Alzheimers,C0038432,C0002395,25268773,https://pubmed.ncbi.nlm.nih.gov/25268773,Magnesium protects cognitive functions and synaptic plasticity in streptozotocin-induced sporadic Alzheimer's model.
Streptozocin,Alzheimers,C0038432,C0002395,25268773,https://pubmed.ncbi.nlm.nih.gov/25268773,"Here, we found that the intraperitoneal administration of magnesium sulfate increased the brain magnesium levels and protected learning and memory capacities in streptozotocin-induced sporadic AD model rats."
Streptozocin,Alzheimers,C0038432,C0002395,25268773,https://pubmed.ncbi.nlm.nih.gov/25268773,Magnesium protects cognitive functions and synaptic plasticity in streptozotocin-induced sporadic Alzheimer's model.
Streptozocin,Alzheimers,C0038432,C0002395,25446674,https://pubmed.ncbi.nlm.nih.gov/25446674,"Notably, saxagliptin (SAX), the DPP-4 inhibitor, recently showed efficacy in ameliorating streptozotocin-induced Alzheimer's disease; however, its effect on Parkinson's disease (PD) has not yet been elucidated."
Streptozocin,Alzheimers,C0038432,C0002395,25446674,https://pubmed.ncbi.nlm.nih.gov/25446674,"Notably, saxagliptin (SAX), the DPP-4 inhibitor, recently showed efficacy in ameliorating streptozotocin-induced Alzheimer's disease; however, its effect on Parkinson's disease (PD) has not yet been elucidated."
Streptozocin,Alzheimers,C0038432,C0002395,25446674,https://pubmed.ncbi.nlm.nih.gov/25446674,"Notably, saxagliptin (SAX), the DPP-4 inhibitor, recently showed efficacy in ameliorating streptozotocin-induced Alzheimer's disease; however, its effect on Parkinson's disease (PD) has not yet been elucidated."
Streptozocin,Alzheimers,C0038432,C0002395,25890375,https://pubmed.ncbi.nlm.nih.gov/25890375,"Among these models, streptozotocin, PolyI:C-induced, and p25 neuroinflammation models are compatible with the inflammation hypothesis of Alzheimer's disease."
Streptozocin,Alzheimers,C0038432,C0002395,25890375,https://pubmed.ncbi.nlm.nih.gov/25890375,"Among these models, streptozotocin, PolyI:C-induced, and p25 neuroinflammation models are compatible with the inflammation hypothesis of Alzheimer's disease."
Streptozocin,Alzheimers,C0038432,C0002395,25890375,https://pubmed.ncbi.nlm.nih.gov/25890375,"Among these models, streptozotocin, PolyI:C-induced, and p25 neuroinflammation models are compatible with the inflammation hypothesis of Alzheimer's disease."
Streptozocin,Alzheimers,C0038432,C0002395,26330820,https://pubmed.ncbi.nlm.nih.gov/26330820,Streptozotocin induced Alzheimer's disease like changes and the underlying neural degeneration and regeneration mechanism.
Streptozocin,Alzheimers,C0038432,C0002395,26330820,https://pubmed.ncbi.nlm.nih.gov/26330820,Streptozotocin induced Alzheimer's disease like changes and the underlying neural degeneration and regeneration mechanism.
Streptozocin,Alzheimers,C0038432,C0002395,26330820,https://pubmed.ncbi.nlm.nih.gov/26330820,Streptozotocin induced Alzheimer's disease like changes and the underlying neural degeneration and regeneration mechanism.
Streptozocin,Alzheimers,C0038432,C0002395,26638997,https://pubmed.ncbi.nlm.nih.gov/26638997,Downstream modulation of extrinsic apoptotic pathway in streptozotocin-induced Alzheimer's dementia in rats: Erythropoietin versus curcumin.
Streptozocin,Alzheimers,C0038432,C0002395,26638997,https://pubmed.ncbi.nlm.nih.gov/26638997,This study was designed to compare the beneficial effects of erythropoietin and/or curcumin in intracerebro-ventricular (ICV) streptozotocin-induced Alzheimer's like disease in rats.
Streptozocin,Alzheimers,C0038432,C0002395,26638997,https://pubmed.ncbi.nlm.nih.gov/26638997,"In conclusion, ICV-streptozotocin-induced Alzheimer's dementia activates hippocampal Fas ligand-mediated apoptosis, which could be reduced by erythropoietin and/or curcumin treatment."
Streptozocin,Alzheimers,C0038432,C0002395,26638997,https://pubmed.ncbi.nlm.nih.gov/26638997,Downstream modulation of extrinsic apoptotic pathway in streptozotocin-induced Alzheimer's dementia in rats: Erythropoietin versus curcumin.
Streptozocin,Alzheimers,C0038432,C0002395,26638997,https://pubmed.ncbi.nlm.nih.gov/26638997,This study was designed to compare the beneficial effects of erythropoietin and/or curcumin in intracerebro-ventricular (ICV) streptozotocin-induced Alzheimer's like disease in rats.
Streptozocin,Alzheimers,C0038432,C0002395,26638997,https://pubmed.ncbi.nlm.nih.gov/26638997,"In conclusion, ICV-streptozotocin-induced Alzheimer's dementia activates hippocampal Fas ligand-mediated apoptosis, which could be reduced by erythropoietin and/or curcumin treatment."
Streptozocin,Alzheimers,C0038432,C0002395,26638997,https://pubmed.ncbi.nlm.nih.gov/26638997,Downstream modulation of extrinsic apoptotic pathway in streptozotocin-induced Alzheimer's dementia in rats: Erythropoietin versus curcumin.
Streptozocin,Alzheimers,C0038432,C0002395,26638997,https://pubmed.ncbi.nlm.nih.gov/26638997,This study was designed to compare the beneficial effects of erythropoietin and/or curcumin in intracerebro-ventricular (ICV) streptozotocin-induced Alzheimer's like disease in rats.
Streptozocin,Alzheimers,C0038432,C0002395,26638997,https://pubmed.ncbi.nlm.nih.gov/26638997,"In conclusion, ICV-streptozotocin-induced Alzheimer's dementia activates hippocampal Fas ligand-mediated apoptosis, which could be reduced by erythropoietin and/or curcumin treatment."
Streptozocin,Alzheimers,C0038432,C0002395,27035793,https://pubmed.ncbi.nlm.nih.gov/27035793,"The present study aimed to investigate the effect of luteolin, a flavonoid compound, on memory impairment in a streptozotocin (STZ)-induced Alzheimer's rat model."
Streptozocin,Alzheimers,C0038432,C0002395,27035793,https://pubmed.ncbi.nlm.nih.gov/27035793,"The present study aimed to investigate the effect of luteolin, a flavonoid compound, on memory impairment in a streptozotocin (STZ)-induced Alzheimer's rat model."
Streptozocin,Alzheimers,C0038432,C0002395,27035793,https://pubmed.ncbi.nlm.nih.gov/27035793,"The present study aimed to investigate the effect of luteolin, a flavonoid compound, on memory impairment in a streptozotocin (STZ)-induced Alzheimer's rat model."
Streptozocin,Alzheimers,C0038432,C0002395,27087133,https://pubmed.ncbi.nlm.nih.gov/27087133,"Thus, the aim of the current study was to investigate the effect of NAC against streptozotocin (STZ) induced AD in mice."
Streptozocin,Alzheimers,C0038432,C0002395,27087133,https://pubmed.ncbi.nlm.nih.gov/27087133,"Thus, the aim of the current study was to investigate the effect of NAC against streptozotocin (STZ) induced AD in mice."
Streptozocin,Alzheimers,C0038432,C0002395,27087133,https://pubmed.ncbi.nlm.nih.gov/27087133,"Thus, the aim of the current study was to investigate the effect of NAC against streptozotocin (STZ) induced AD in mice."
Streptozocin,Alzheimers,C0038432,C0002395,27585561,https://pubmed.ncbi.nlm.nih.gov/27585561,"This study investigates the streptozotocin (STZ)-induced AD model at three different times (2, 4 and 8 weeks afterwards) and in male and female rats, evaluating cognitive deficit, cholinergic neurotransmission, glucose uptake, glutathione content and specific glial markers (GFAP and S100B protein) in the hippocampus of the rat."
Streptozocin,Alzheimers,C0038432,C0002395,27585561,https://pubmed.ncbi.nlm.nih.gov/27585561,"This study investigates the streptozotocin (STZ)-induced AD model at three different times (2, 4 and 8 weeks afterwards) and in male and female rats, evaluating cognitive deficit, cholinergic neurotransmission, glucose uptake, glutathione content and specific glial markers (GFAP and S100B protein) in the hippocampus of the rat."
Streptozocin,Alzheimers,C0038432,C0002395,27585561,https://pubmed.ncbi.nlm.nih.gov/27585561,"This study investigates the streptozotocin (STZ)-induced AD model at three different times (2, 4 and 8 weeks afterwards) and in male and female rats, evaluating cognitive deficit, cholinergic neurotransmission, glucose uptake, glutathione content and specific glial markers (GFAP and S100B protein) in the hippocampus of the rat."
Streptozocin,Alzheimers,C0038432,C0002395,27746125,https://pubmed.ncbi.nlm.nih.gov/27746125,"The present study aimed to investigate the effects of berberine (BRB) on spatial and learning memory, anxiety, acetylcholinesterase activity and cell death in an experimental model of intracerebroventricular streptozotocin (ICV-STZ) induced sporadic Alzheimer's-like dementia."
Streptozocin,Alzheimers,C0038432,C0002395,27746125,https://pubmed.ncbi.nlm.nih.gov/27746125,"The present study aimed to investigate the effects of berberine (BRB) on spatial and learning memory, anxiety, acetylcholinesterase activity and cell death in an experimental model of intracerebroventricular streptozotocin (ICV-STZ) induced sporadic Alzheimer's-like dementia."
Streptozocin,Alzheimers,C0038432,C0002395,27746125,https://pubmed.ncbi.nlm.nih.gov/27746125,"The present study aimed to investigate the effects of berberine (BRB) on spatial and learning memory, anxiety, acetylcholinesterase activity and cell death in an experimental model of intracerebroventricular streptozotocin (ICV-STZ) induced sporadic Alzheimer's-like dementia."
Streptozocin,Alzheimers,C0038432,C0002395,27913964,https://pubmed.ncbi.nlm.nih.gov/27913964,"However, especially in mice, several characteristics involved in the streptozotocin (STZ)-induced AD pathology are not well known."
Streptozocin,Alzheimers,C0038432,C0002395,27913964,https://pubmed.ncbi.nlm.nih.gov/27913964,"However, especially in mice, several characteristics involved in the streptozotocin (STZ)-induced AD pathology are not well known."
Streptozocin,Alzheimers,C0038432,C0002395,27913964,https://pubmed.ncbi.nlm.nih.gov/27913964,"However, especially in mice, several characteristics involved in the streptozotocin (STZ)-induced AD pathology are not well known."
Streptozocin,Alzheimers,C0038432,C0002395,28106557,https://pubmed.ncbi.nlm.nih.gov/28106557,Blunted Respiratory Responses in the Streptozotocin-Induced Alzheimer's Disease Rat Model.
Streptozocin,Alzheimers,C0038432,C0002395,28106557,https://pubmed.ncbi.nlm.nih.gov/28106557,Blunted Respiratory Responses in the Streptozotocin-Induced Alzheimer's Disease Rat Model.
Streptozocin,Alzheimers,C0038432,C0002395,28106557,https://pubmed.ncbi.nlm.nih.gov/28106557,Blunted Respiratory Responses in the Streptozotocin-Induced Alzheimer's Disease Rat Model.
Streptozocin,Alzheimers,C0038432,C0002395,28188358,https://pubmed.ncbi.nlm.nih.gov/28188358,Protective effect of valproic acid in streptozotocin-induced sporadic Alzheimer's disease mouse model: possible involvement of the cholinergic system.
Streptozocin,Alzheimers,C0038432,C0002395,28188358,https://pubmed.ncbi.nlm.nih.gov/28188358,Protective effect of valproic acid in streptozotocin-induced sporadic Alzheimer's disease mouse model: possible involvement of the cholinergic system.
Streptozocin,Alzheimers,C0038432,C0002395,28188358,https://pubmed.ncbi.nlm.nih.gov/28188358,Protective effect of valproic acid in streptozotocin-induced sporadic Alzheimer's disease mouse model: possible involvement of the cholinergic system.
Streptozocin,Alzheimers,C0038432,C0002395,28299625,https://pubmed.ncbi.nlm.nih.gov/28299625,The effects of lipoic acid on redox status in brain regions and systemic circulation in streptozotocin-induced sporadic Alzheimer's disease model.
Streptozocin,Alzheimers,C0038432,C0002395,28299625,https://pubmed.ncbi.nlm.nih.gov/28299625,The effects of lipoic acid on redox status in brain regions and systemic circulation in streptozotocin-induced sporadic Alzheimer's disease model.
Streptozocin,Alzheimers,C0038432,C0002395,28299625,https://pubmed.ncbi.nlm.nih.gov/28299625,The effects of lipoic acid on redox status in brain regions and systemic circulation in streptozotocin-induced sporadic Alzheimer's disease model.
Streptozocin,Alzheimers,C0038432,C0002395,28342971,https://pubmed.ncbi.nlm.nih.gov/28342971,Here we show for the first time the potential neuroprotective effect of a novel dual GLP-1/GIP receptor agonist (DA-JC4) in the icv. streptozotocin (STZ)-induced AD rat model.
Streptozocin,Alzheimers,C0038432,C0002395,28342971,https://pubmed.ncbi.nlm.nih.gov/28342971,Here we show for the first time the potential neuroprotective effect of a novel dual GLP-1/GIP receptor agonist (DA-JC4) in the icv. streptozotocin (STZ)-induced AD rat model.
Streptozocin,Alzheimers,C0038432,C0002395,28342971,https://pubmed.ncbi.nlm.nih.gov/28342971,Here we show for the first time the potential neuroprotective effect of a novel dual GLP-1/GIP receptor agonist (DA-JC4) in the icv. streptozotocin (STZ)-induced AD rat model.
Streptozocin,Alzheimers,C0038432,C0002395,28382978,https://pubmed.ncbi.nlm.nih.gov/28382978,"Long-term treatment with intranasal insulin ameliorates cognitive impairment, tau hyperphosphorylation, and microglial activation in a streptozotocin-induced Alzheimer's rat model."
Streptozocin,Alzheimers,C0038432,C0002395,28382978,https://pubmed.ncbi.nlm.nih.gov/28382978,"Long-term treatment with intranasal insulin ameliorates cognitive impairment, tau hyperphosphorylation, and microglial activation in a streptozotocin-induced Alzheimer's rat model."
